"","year","cause","lat","lng","nb","type","fr","en","color"
"1045",2008,"starved",23.69751,-15.93698,6,4,"Mort de faim, de soif, de froid ou d'épuisement","Exhaustion, starving, thirst or freezing to death","#1C7532"
"1046",2008,"drowned",37.125836,10.802826,5,1,"Noyade","drowning","#58ABD3"
"1047",2008,"unknown",37.617153,-0.992914,20,6,"Empoisonnement, Champ de mine, accident, autre","Poisoning, Minefield, accident, other","#637A84"
"1048",2008,"drowned",35.937496,14.375416,84,1,"Noyade","drowning","#58ABD3"
"1049",2008,"drowned",35.937496,14.375416,27,1,"Noyade","drowning","#58ABD3"
"1050",2008,"murdered",36.752887,3.042048,1,5,"Homicide, torture, absence de soin, violences policières","Arson, homicide, torture, lack of care, police brutality","#F49919"
"1051",2008,"starved",23.803497,11.291889,56,4,"Mort de faim, de soif, de froid ou d'épuisement","Exhaustion, starving, thirst or freezing to death","#1C7532"
"1052",2008,"car accident",29.104381,53.045893,30,6,"Empoisonnement, Champ de mine, accident, autre","Poisoning, Minefield, accident, other","#637A84"
"1053",2008,"starved",36.834047,-2.463714,35,4,"Mort de faim, de soif, de froid ou d'épuisement","Exhaustion, starving, thirst or freezing to death","#1C7532"
"1054",2008,"shot by the police",24.088938,32.899829,1,5,"Homicide, torture, absence de soin, violences policières","Arson, homicide, torture, lack of care, police brutality","#F49919"
"1055",2008,"drowned",37.369342,27.27349,1,1,"Noyade","drowning","#58ABD3"
"1056",2008,"unknown",17.570692,-3.996166,2,6,"Empoisonnement, Champ de mine, accident, autre","Poisoning, Minefield, accident, other","#637A84"
"1057",2008,"unknown",23.803497,11.291889,21,6,"Empoisonnement, Champ de mine, accident, autre","Poisoning, Minefield, accident, other","#637A84"
"1058",2008,"unknown",28.291564,-16.62913,33,6,"Empoisonnement, Champ de mine, accident, autre","Poisoning, Minefield, accident, other","#637A84"
"1059",2008,"died because of dangerous undeclared work",50.85,4.33,1,6,"Empoisonnement, Champ de mine, accident, autre","Poisoning, Minefield, accident, other","#637A84"
"1060",2008,"unknown",35.292278,-2.938097,1,6,"Empoisonnement, Champ de mine, accident, autre","Poisoning, Minefield, accident, other","#637A84"
"1061",2008,"drowned",-12.8275,45.166244,2,1,"Noyade","drowning","#58ABD3"
"1062",2008,"unknown",17.570692,-3.996166,75,6,"Empoisonnement, Champ de mine, accident, autre","Poisoning, Minefield, accident, other","#637A84"
"1063",2008,"unknown",28.291564,-16.62913,1,6,"Empoisonnement, Champ de mine, accident, autre","Poisoning, Minefield, accident, other","#637A84"
"1064",2008,"unknown",36.834047,-2.463714,1,6,"Empoisonnement, Champ de mine, accident, autre","Poisoning, Minefield, accident, other","#637A84"
"1065",2008,"unknown",37.177336,-3.598557,1,6,"Empoisonnement, Champ de mine, accident, autre","Poisoning, Minefield, accident, other","#637A84"
"1066",2008,"drowned",30,30,3,1,"Noyade","drowning","#58ABD3"
"1067",2008,"unknown",35.937496,14.375416,2,6,"Empoisonnement, Champ de mine, accident, autre","Poisoning, Minefield, accident, other","#637A84"
"1068",2008,"drowned",37.931706,-0.660553,14,1,"Noyade","drowning","#58ABD3"
"1069",2008,"asphyxiated",41.00527,28.97696,13,3,"Asphyxie","Suffocation","#6B2265"
"1070",2008,"drowned",35.508622,12.59292,7,1,"Noyade","drowning","#58ABD3"
"1071",2008,"unknown",40.120875,9.012893,38,6,"Empoisonnement, Champ de mine, accident, autre","Poisoning, Minefield, accident, other","#637A84"
"1072",2008,"unknown",28.103304,-17.219358,1,6,"Empoisonnement, Champ de mine, accident, autre","Poisoning, Minefield, accident, other","#637A84"
"1073",2008,"drowned",-12.8275,45.166244,24,1,"Noyade","drowning","#58ABD3"
"1074",2008,"drowned",36.721261,-4.421266,1,1,"Noyade","drowning","#58ABD3"
"1075",2008,"murdered",50.95129,1.858686,1,5,"Homicide, torture, absence de soin, violences policières","Arson, homicide, torture, lack of care, police brutality","#F49919"
"1076",2008,"drowned",36.721261,-4.421266,1,1,"Noyade","drowning","#58ABD3"
"1077",2008,"shot by the police",24.088938,32.899829,1,5,"Homicide, torture, absence de soin, violences policières","Arson, homicide, torture, lack of care, police brutality","#F49919"
"1078",2008,"starved",37.599994,14.015356,1,4,"Mort de faim, de soif, de froid ou d'épuisement","Exhaustion, starving, thirst or freezing to death","#1C7532"
"1079",2008,"starved",37.599994,14.015356,1,4,"Mort de faim, de soif, de froid ou d'épuisement","Exhaustion, starving, thirst or freezing to death","#1C7532"
"1080",2008,"unknown",35.937496,14.375416,1,6,"Empoisonnement, Champ de mine, accident, autre","Poisoning, Minefield, accident, other","#637A84"
"1081",2008,"suicide - other",49.45203,11.07675,1,2,"Suicide","Suicide","#F8E91F"
"1082",2008,"unknown",30.597246,30.987632,2,6,"Empoisonnement, Champ de mine, accident, autre","Poisoning, Minefield, accident, other","#637A84"
"1083",2008,"drowned",35.508622,12.59292,28,1,"Noyade","drowning","#58ABD3"
"1084",2008,"car accident",50.95129,1.858686,1,6,"Empoisonnement, Champ de mine, accident, autre","Poisoning, Minefield, accident, other","#637A84"
"1085",2008,"starved or died from dehydration",28.291564,-16.62913,11,4,"Mort de faim, de soif, de froid ou d'épuisement","Exhaustion, starving, thirst or freezing to death","#1C7532"
"1086",2008,"shot by the police",24.088938,32.899829,1,5,"Homicide, torture, absence de soin, violences policières","Arson, homicide, torture, lack of care, police brutality","#F49919"
"1087",2008,"unknown",27.793611,-15.658889,1,6,"Empoisonnement, Champ de mine, accident, autre","Poisoning, Minefield, accident, other","#637A84"
"1088",2008,"unknown",28.103304,-17.219358,4,6,"Empoisonnement, Champ de mine, accident, autre","Poisoning, Minefield, accident, other","#637A84"
"1089",2008,"drowned",34.264061,-6.578296,50,1,"Noyade","drowning","#58ABD3"
"1090",2008,"unknown",35.937496,14.375416,3,6,"Empoisonnement, Champ de mine, accident, autre","Poisoning, Minefield, accident, other","#637A84"
"1091",2008,"heart failure",28.103304,-17.219358,1,5,"Homicide, torture, absence de soin, violences policières","Arson, homicide, torture, lack of care, police brutality","#F49919"
"1092",2008,"unknown",28.569022,-16.324539,23,6,"Empoisonnement, Champ de mine, accident, autre","Poisoning, Minefield, accident, other","#637A84"
"1093",2008,"drowned",37.177336,-3.598557,14,1,"Noyade","drowning","#58ABD3"
"1094",2008,"died from dehydration",17.228331,17.228331,15,4,"Mort de faim, de soif, de froid ou d'épuisement","Exhaustion, starving, thirst or freezing to death","#1C7532"
"1095",2008,"drowned",36.81881,10.16596,149,1,"Noyade","drowning","#58ABD3"
"1096",2008,"drowned",35.85,-0.316667,16,1,"Noyade","drowning","#58ABD3"
"1097",2008,"unknown",45.440847,12.315515,1,6,"Empoisonnement, Champ de mine, accident, autre","Poisoning, Minefield, accident, other","#637A84"
"1098",2008,"unknown",35.869682,14.566763,1,6,"Empoisonnement, Champ de mine, accident, autre","Poisoning, Minefield, accident, other","#637A84"
"1099",2008,"lack of medical care",37.490112,14.062893,2,5,"Homicide, torture, absence de soin, violences policières","Arson, homicide, torture, lack of care, police brutality","#F49919"
"1100",2008,"shot by the police",31.280267,34.240191,2,5,"Homicide, torture, absence de soin, violences policières","Arson, homicide, torture, lack of care, police brutality","#F49919"
"1101",2008,"asphyxiated",45.440847,12.315515,1,3,"Asphyxie","Suffocation","#6B2265"
"1102",2008,"drowned",35.937496,14.375416,3,1,"Noyade","drowning","#58ABD3"
"1103",2008,"drowned",31.558247,31.085148,1,1,"Noyade","drowning","#58ABD3"
"1104",2008,"starved",45.440847,12.315515,1,4,"Mort de faim, de soif, de froid ou d'épuisement","Exhaustion, starving, thirst or freezing to death","#1C7532"
"1105",2008,"drowned",36.902859,7.755543,1,1,"Noyade","drowning","#58ABD3"
"1106",2008,"lack of medical care",48.847759,2.439497,1,5,"Homicide, torture, absence de soin, violences policières","Arson, homicide, torture, lack of care, police brutality","#F49919"
"1107",2008,"shot by the police",24.088938,32.899829,1,5,"Homicide, torture, absence de soin, violences policières","Arson, homicide, torture, lack of care, police brutality","#F49919"
"1108",2008,"died of suddent infant death",35.937496,14.375416,1,6,"Empoisonnement, Champ de mine, accident, autre","Poisoning, Minefield, accident, other","#637A84"
"1109",2008,"unknown",35.937496,14.375416,1,6,"Empoisonnement, Champ de mine, accident, autre","Poisoning, Minefield, accident, other","#637A84"
"1110",2008,"unknown",28.291564,-16.62913,4,6,"Empoisonnement, Champ de mine, accident, autre","Poisoning, Minefield, accident, other","#637A84"
"1111",2008,"drowned",36.81881,10.16596,1,1,"Noyade","drowning","#58ABD3"
"1112",2008,"unknown",36.902859,7.755543,1,6,"Empoisonnement, Champ de mine, accident, autre","Poisoning, Minefield, accident, other","#637A84"
"1113",2008,"drowned",35.937496,14.375416,6,1,"Noyade","drowning","#58ABD3"
"1114",2008,"lack of medical care",35.937496,14.375416,1,5,"Homicide, torture, absence de soin, violences policières","Arson, homicide, torture, lack of care, police brutality","#F49919"
"1115",2008,"unknown",35.841667,14.544722,1,6,"Empoisonnement, Champ de mine, accident, autre","Poisoning, Minefield, accident, other","#637A84"
"1116",2008,"drowned",37.743215,26.820351,1,1,"Noyade","drowning","#58ABD3"
"1117",2008,"drowned",39.33589,26.71281,4,1,"Noyade","drowning","#58ABD3"
"1118",2008,"shot",41.733333,27.216667,1,5,"Homicide, torture, absence de soin, violences policières","Arson, homicide, torture, lack of care, police brutality","#F49919"
"1119",2008,"drowned",26.820553,30.802498,51,1,"Noyade","drowning","#58ABD3"
"1120",2008,"unknown",35.937496,14.375416,1,6,"Empoisonnement, Champ de mine, accident, autre","Poisoning, Minefield, accident, other","#637A84"
"1121",2008,"car accident",39.54864,44.074207,2,6,"Empoisonnement, Champ de mine, accident, autre","Poisoning, Minefield, accident, other","#637A84"
"1122",2008,"drowned",41.244376,26.135943,2,1,"Noyade","drowning","#58ABD3"
"1123",2008,"car accident",35.46883,44.39098,1,6,"Empoisonnement, Champ de mine, accident, autre","Poisoning, Minefield, accident, other","#637A84"
"1124",2008,"burned or asphyxiated due to arson attack",46.62794,14.30899,1,3,"Asphyxie","Suffocation","#6B2265"
"1125",2008,"unknown",32.933333,12.083333,100,6,"Empoisonnement, Champ de mine, accident, autre","Poisoning, Minefield, accident, other","#637A84"
"1126",2008,"unknown",35.508622,12.59292,1,6,"Empoisonnement, Champ de mine, accident, autre","Poisoning, Minefield, accident, other","#637A84"
"1127",2008,"unknown",30,30,13,6,"Empoisonnement, Champ de mine, accident, autre","Poisoning, Minefield, accident, other","#637A84"
"1128",2008,"unknown",35.866074,12.868741,1,6,"Empoisonnement, Champ de mine, accident, autre","Poisoning, Minefield, accident, other","#637A84"
"1129",2008,"drowned",35.208889,0.479722,16,1,"Noyade","drowning","#58ABD3"
"1130",2008,"unknown",35.508622,12.59292,1,6,"Empoisonnement, Champ de mine, accident, autre","Poisoning, Minefield, accident, other","#637A84"
"1131",2008,"unknown",35.508622,12.59292,1,6,"Empoisonnement, Champ de mine, accident, autre","Poisoning, Minefield, accident, other","#637A84"
"1132",2008,"run over by a bus",40.463667,-3.74922,1,6,"Empoisonnement, Champ de mine, accident, autre","Poisoning, Minefield, accident, other","#637A84"
"1133",2008,"lack of medical care",55.378051,-3.435973,1,5,"Homicide, torture, absence de soin, violences policières","Arson, homicide, torture, lack of care, police brutality","#F49919"
"1134",2008,"unknown",28.569022,-16.324539,1,6,"Empoisonnement, Champ de mine, accident, autre","Poisoning, Minefield, accident, other","#637A84"
"1135",2008,"unknown",35.508622,12.59292,1,6,"Empoisonnement, Champ de mine, accident, autre","Poisoning, Minefield, accident, other","#637A84"
"1136",2008,"unknown",38.017618,12.537202,1,6,"Empoisonnement, Champ de mine, accident, autre","Poisoning, Minefield, accident, other","#637A84"
"1137",2008,"unknown",34.916667,33.633333,1,6,"Empoisonnement, Champ de mine, accident, autre","Poisoning, Minefield, accident, other","#637A84"
"1138",2008,"unknown",27.759555,-15.57903,3,6,"Empoisonnement, Champ de mine, accident, autre","Poisoning, Minefield, accident, other","#637A84"
"1139",2008,"asphyxiated",34.745159,10.7613,2,3,"Asphyxie","Suffocation","#6B2265"
"1140",2008,"drowned",35.937496,14.375416,5,1,"Noyade","drowning","#58ABD3"
"1141",2008,"unknown",35.937496,14.375416,5,6,"Empoisonnement, Champ de mine, accident, autre","Poisoning, Minefield, accident, other","#637A84"
"1142",2008,"died from dehydration",28.291564,-16.62913,3,4,"Mort de faim, de soif, de froid ou d'épuisement","Exhaustion, starving, thirst or freezing to death","#1C7532"
"1143",2008,"unknown",35.937496,14.375416,28,6,"Empoisonnement, Champ de mine, accident, autre","Poisoning, Minefield, accident, other","#637A84"
"1144",2008,"lack of medical care",43.77268,11.253604,1,5,"Homicide, torture, absence de soin, violences policières","Arson, homicide, torture, lack of care, police brutality","#F49919"
"1145",2008,"drowned",36.926927,14.725513,1,1,"Noyade","drowning","#58ABD3"
"1146",2008,"drowned",35.937496,14.375416,1,1,"Noyade","drowning","#58ABD3"
"1147",2008,"drowned",36.60709,2.196783,2,1,"Noyade","drowning","#58ABD3"
"1148",2008,"drowned",35.937496,14.375416,12,1,"Noyade","drowning","#58ABD3"
"1149",2008,"unknown",37.743215,26.820351,2,6,"Empoisonnement, Champ de mine, accident, autre","Poisoning, Minefield, accident, other","#637A84"
"1150",2008,"drowned",37.743215,26.820351,21,1,"Noyade","drowning","#58ABD3"
"1151",2008,"drowned",35.825556,14.528056,1,1,"Noyade","drowning","#58ABD3"
"1152",2008,"unknown",35.292278,-2.938097,1,6,"Empoisonnement, Champ de mine, accident, autre","Poisoning, Minefield, accident, other","#637A84"
"1153",2008,"unknown",35.77718,10.8261,50,6,"Empoisonnement, Champ de mine, accident, autre","Poisoning, Minefield, accident, other","#637A84"
"1154",2008,"car accident",35.964373,-5.196533,1,6,"Empoisonnement, Champ de mine, accident, autre","Poisoning, Minefield, accident, other","#637A84"
"1155",2008,"asphyxiated",41.00527,28.97696,18,3,"Asphyxie","Suffocation","#6B2265"
"1156",2008,"drowned",41.244376,26.135943,4,1,"Noyade","drowning","#58ABD3"
"1157",2008,"drowned",30.78004,30.991133,1,1,"Noyade","drowning","#58ABD3"
"1158",2008,"unknown",35.292278,-2.938097,1,6,"Empoisonnement, Champ de mine, accident, autre","Poisoning, Minefield, accident, other","#637A84"
"1159",2008,"unknown",35.834673,14.552498,3,6,"Empoisonnement, Champ de mine, accident, autre","Poisoning, Minefield, accident, other","#637A84"
"1160",2008,"suicide - hanged",55.378051,-3.435973,1,2,"Suicide","Suicide","#F8E91F"
"1161",2008,"drowned",17.228331,17.228331,13,1,"Noyade","drowning","#58ABD3"
"1162",2008,"starved",35.249299,-3.937112,7,4,"Mort de faim, de soif, de froid ou d'épuisement","Exhaustion, starving, thirst or freezing to death","#1C7532"
"1163",2008,"drowned",35.85,-0.316667,1,1,"Noyade","drowning","#58ABD3"
"1164",2008,"drowned",47.557421,7.592573,1,1,"Noyade","drowning","#58ABD3"
"1165",2008,"car accident",41.130036,24.88649,1,6,"Empoisonnement, Champ de mine, accident, autre","Poisoning, Minefield, accident, other","#637A84"
"1166",2008,"unknown",28.291564,-16.62913,2,6,"Empoisonnement, Champ de mine, accident, autre","Poisoning, Minefield, accident, other","#637A84"
"1167",2008,"car accident",35.888384,-5.324636,1,6,"Empoisonnement, Champ de mine, accident, autre","Poisoning, Minefield, accident, other","#637A84"
"1168",2008,"suicide",51.35819,4.863547,1,2,"Suicide","Suicide","#F8E91F"
"1169",2008,"drowned",31.791702,-7.09262,36,1,"Noyade","drowning","#58ABD3"
"1170",2008,"drowned",33.223191,43.679291,4,1,"Noyade","drowning","#58ABD3"
"1171",2008,"drowned",35.508622,12.59292,1,1,"Noyade","drowning","#58ABD3"
"1172",2008,"unknown",35.508622,12.59292,23,6,"Empoisonnement, Champ de mine, accident, autre","Poisoning, Minefield, accident, other","#637A84"
"1173",2008,"drowned",33.223191,43.679291,4,1,"Noyade","drowning","#58ABD3"
"1174",2008,"unknown",30.446042,31.181203,2,6,"Empoisonnement, Champ de mine, accident, autre","Poisoning, Minefield, accident, other","#637A84"
"1175",2008,"drowned",30.446042,31.181203,4,1,"Noyade","drowning","#58ABD3"
"1176",2008,"drowned",30.446042,31.181203,1,1,"Noyade","drowning","#58ABD3"
"1177",2008,"drowned",30.446042,31.181203,2,1,"Noyade","drowning","#58ABD3"
"1178",2008,"unknown",30.446042,31.181203,17,6,"Empoisonnement, Champ de mine, accident, autre","Poisoning, Minefield, accident, other","#637A84"
"1179",2008,"unknown",50.658799,10.664964,1,6,"Empoisonnement, Champ de mine, accident, autre","Poisoning, Minefield, accident, other","#637A84"
"1180",2008,"unknown",28.358744,-14.053676,2,6,"Empoisonnement, Champ de mine, accident, autre","Poisoning, Minefield, accident, other","#637A84"
"1181",2008,"shot by the police",24.088938,32.899829,1,5,"Homicide, torture, absence de soin, violences policières","Arson, homicide, torture, lack of care, police brutality","#F49919"
"1182",2008,"unknown",51.165691,10.451526,1,6,"Empoisonnement, Champ de mine, accident, autre","Poisoning, Minefield, accident, other","#637A84"
"1183",2008,"unknown",36.42985,-5.149141,2,6,"Empoisonnement, Champ de mine, accident, autre","Poisoning, Minefield, accident, other","#637A84"
"1184",2008,"unknown",35.696944,-0.633056,16,6,"Empoisonnement, Champ de mine, accident, autre","Poisoning, Minefield, accident, other","#637A84"
"1185",2008,"drowned",35.85,-0.316667,8,1,"Noyade","drowning","#58ABD3"
"1186",2008,"asphyxiated",45.440847,12.315515,1,3,"Asphyxie","Suffocation","#6B2265"
"1187",2008,"suicide - other",49.651244,7.163161,1,2,"Suicide","Suicide","#F8E91F"
"1188",2008,"heart failure",48.856614,2.352222,1,5,"Homicide, torture, absence de soin, violences policières","Arson, homicide, torture, lack of care, police brutality","#F49919"
"1189",2008,"drowned",36.19002,-5.92248,2,1,"Noyade","drowning","#58ABD3"
"1190",2008,"unknown",35.292278,-2.938097,1,6,"Empoisonnement, Champ de mine, accident, autre","Poisoning, Minefield, accident, other","#637A84"
"1191",2008,"unknown",35.939838,0.089767,5,6,"Empoisonnement, Champ de mine, accident, autre","Poisoning, Minefield, accident, other","#637A84"
"1192",2008,"suicide - hanged",51.519411,-0.126966,1,2,"Suicide","Suicide","#F8E91F"
"1193",2008,"drowned",35.292278,-2.938097,1,1,"Noyade","drowning","#58ABD3"
"1194",2008,"suicide - jumped from building",52.520007,13.404954,1,2,"Suicide","Suicide","#F8E91F"
"1195",2008,"drowned",23.69751,-15.93698,4,1,"Noyade","drowning","#58ABD3"
"1196",2008,"shot by the police",24.088938,32.899829,2,5,"Homicide, torture, absence de soin, violences policières","Arson, homicide, torture, lack of care, police brutality","#F49919"
"1197",2008,"unknown",37.369342,27.27349,6,6,"Empoisonnement, Champ de mine, accident, autre","Poisoning, Minefield, accident, other","#637A84"
"1198",2008,"lack of medical care",47.36865,8.539183,1,5,"Homicide, torture, absence de soin, violences policières","Arson, homicide, torture, lack of care, police brutality","#F49919"
"1199",2008,"drowned",35.508622,12.59292,40,1,"Noyade","drowning","#58ABD3"
"1200",2008,"lack of medical care",7.946527,-1.023194,1,5,"Homicide, torture, absence de soin, violences policières","Arson, homicide, torture, lack of care, police brutality","#F49919"
"1201",2008,"shot by the police",24.088938,32.899829,1,5,"Homicide, torture, absence de soin, violences policières","Arson, homicide, torture, lack of care, police brutality","#F49919"
"1202",2008,"drowned",36.2941,35.793903,4,1,"Noyade","drowning","#58ABD3"
"1203",2008,"lack of medical care",53.54368,-0.974168,1,5,"Homicide, torture, absence de soin, violences policières","Arson, homicide, torture, lack of care, police brutality","#F49919"
"1204",2008,"unknown",28.291564,-16.62913,2,6,"Empoisonnement, Champ de mine, accident, autre","Poisoning, Minefield, accident, other","#637A84"
"1205",2008,"unknown",35.696944,-0.633056,1,6,"Empoisonnement, Champ de mine, accident, autre","Poisoning, Minefield, accident, other","#637A84"
"1206",2008,"lack of medical care",55.57156,-4.410332,1,5,"Homicide, torture, absence de soin, violences policières","Arson, homicide, torture, lack of care, police brutality","#F49919"
"1207",2008,"drowned",36.19002,-5.92248,1,1,"Noyade","drowning","#58ABD3"
"1208",2008,"shot by the police",24.088938,32.899829,1,5,"Homicide, torture, absence de soin, violences policières","Arson, homicide, torture, lack of care, police brutality","#F49919"
"1209",2008,"shot by the police",31.280267,34.240191,1,5,"Homicide, torture, absence de soin, violences policières","Arson, homicide, torture, lack of care, police brutality","#F49919"
"1210",2008,"suicide - put on fire",53.835187,-2.219377,1,2,"Suicide","Suicide","#F8E91F"
"1211",2008,"shot by the police",30.000473,34.679418,1,5,"Homicide, torture, absence de soin, violences policières","Arson, homicide, torture, lack of care, police brutality","#F49919"
"1212",2008,"suicide - other",48.856614,2.352222,1,2,"Suicide","Suicide","#F8E91F"
"1213",2008,"unknown",27.93556,-12.91871,24,6,"Empoisonnement, Champ de mine, accident, autre","Poisoning, Minefield, accident, other","#637A84"
"1214",2008,"suicide - hanged",40.416775,-3.70379,1,2,"Suicide","Suicide","#F8E91F"
"1215",2008,"frozen",46.227638,2.213749,1,4,"Mort de faim, de soif, de froid ou d'épuisement","Exhaustion, starving, thirst or freezing to death","#1C7532"
"1216",2008,"drowned",35.834673,14.552498,1,1,"Noyade","drowning","#58ABD3"
"1217",2008,"lack of medical care",55.378051,-3.435973,1,5,"Homicide, torture, absence de soin, violences policières","Arson, homicide, torture, lack of care, police brutality","#F49919"
"1218",2008,"drowned",40.845719,25.873962,1,1,"Noyade","drowning","#58ABD3"
"1219",2008,"fall",55.378051,-3.435973,1,6,"Empoisonnement, Champ de mine, accident, autre","Poisoning, Minefield, accident, other","#637A84"
"1220",2008,"drowned",36.748374,-3.516861,1,1,"Noyade","drowning","#58ABD3"
"1221",2008,"run over by a bus",36.132977,-5.453909,1,6,"Empoisonnement, Champ de mine, accident, autre","Poisoning, Minefield, accident, other","#637A84"
"1222",2008,"drowned",36.018776,-5.600819,2,1,"Noyade","drowning","#58ABD3"
"1223",2008,"drowned",36.018776,-5.600819,1,1,"Noyade","drowning","#58ABD3"
"1224",2008,"shot by the police",35.292278,-2.938097,1,5,"Homicide, torture, absence de soin, violences policières","Arson, homicide, torture, lack of care, police brutality","#F49919"
"1225",2008,"drowned",35.85,-0.316667,12,1,"Noyade","drowning","#58ABD3"
"1226",2008,"heart failure",42.675931,23.433222,1,5,"Homicide, torture, absence de soin, violences policières","Arson, homicide, torture, lack of care, police brutality","#F49919"
"1227",2008,"drowned",35.292278,-2.938097,1,1,"Noyade","drowning","#58ABD3"
"1228",2008,"drowned",39.599541,26.40086,7,1,"Noyade","drowning","#58ABD3"
"1229",2008,"starved",23.803497,11.291889,6,4,"Mort de faim, de soif, de froid ou d'épuisement","Exhaustion, starving, thirst or freezing to death","#1C7532"
"1230",2008,"crushed",45.440847,12.315515,1,6,"Empoisonnement, Champ de mine, accident, autre","Poisoning, Minefield, accident, other","#637A84"
"1231",2008,"suicide - other",50.671046,5.57847,1,2,"Suicide","Suicide","#F8E91F"
"1232",2008,"starved",23.803497,11.291889,25,4,"Mort de faim, de soif, de froid ou d'épuisement","Exhaustion, starving, thirst or freezing to death","#1C7532"
"1233",2008,"drowned",39.33589,26.71281,5,1,"Noyade","drowning","#58ABD3"
"1234",2008,"unknown",28.291564,-16.62913,1,6,"Empoisonnement, Champ de mine, accident, autre","Poisoning, Minefield, accident, other","#637A84"
"1235",2008,"drowned",37.743215,26.820351,1,1,"Noyade","drowning","#58ABD3"
"1236",2008,"shot",41.733333,27.216667,1,5,"Homicide, torture, absence de soin, violences policières","Arson, homicide, torture, lack of care, police brutality","#F49919"
"1237",2008,"starved",28.291564,-16.62913,3,4,"Mort de faim, de soif, de froid ou d'épuisement","Exhaustion, starving, thirst or freezing to death","#1C7532"
"1238",2008,"unknown",35.508622,12.59292,4,6,"Empoisonnement, Champ de mine, accident, autre","Poisoning, Minefield, accident, other","#637A84"
"1239",2008,"unknown",39.074208,21.824312,2,6,"Empoisonnement, Champ de mine, accident, autre","Poisoning, Minefield, accident, other","#637A84"
"1240",2008,"frozen",39.077771,21.665039,2,4,"Mort de faim, de soif, de froid ou d'épuisement","Exhaustion, starving, thirst or freezing to death","#1C7532"
"1241",2008,"drowned",-12.8275,45.166244,21,1,"Noyade","drowning","#58ABD3"
"1242",2008,"unknown",28.033886,1.659626,6,6,"Empoisonnement, Champ de mine, accident, autre","Poisoning, Minefield, accident, other","#637A84"
"1243",2008,"heart failure",28.291564,-16.62913,1,5,"Homicide, torture, absence de soin, violences policières","Arson, homicide, torture, lack of care, police brutality","#F49919"
"1244",2008,"drowned",35.508622,12.59292,1,1,"Noyade","drowning","#58ABD3"
"1245",2008,"unknown",27.725499,-18.024301,3,6,"Empoisonnement, Champ de mine, accident, autre","Poisoning, Minefield, accident, other","#637A84"
"1246",2008,"unknown",28.291564,-16.62913,1,6,"Empoisonnement, Champ de mine, accident, autre","Poisoning, Minefield, accident, other","#637A84"
"1247",2008,"unknown",35.937496,14.375416,5,6,"Empoisonnement, Champ de mine, accident, autre","Poisoning, Minefield, accident, other","#637A84"
"1248",2008,"unknown",36.68169,15.133875,13,6,"Empoisonnement, Champ de mine, accident, autre","Poisoning, Minefield, accident, other","#637A84"
"1249",2008,"hypothermia and dehydration",28.103304,-17.219358,5,4,"Mort de faim, de soif, de froid ou d'épuisement","Exhaustion, starving, thirst or freezing to death","#1C7532"
"1250",2008,"unknown",28.103304,-17.219358,11,6,"Empoisonnement, Champ de mine, accident, autre","Poisoning, Minefield, accident, other","#637A84"
"1251",2008,"hypothermia",28.103304,-17.219358,3,4,"Mort de faim, de soif, de froid ou d'épuisement","Exhaustion, starving, thirst or freezing to death","#1C7532"
"1252",2008,"unknown",28.103304,-17.219358,3,6,"Empoisonnement, Champ de mine, accident, autre","Poisoning, Minefield, accident, other","#637A84"
"1253",2008,"drowned",37.075546,25.520736,2,1,"Noyade","drowning","#58ABD3"
"1254",2008,"unknown",26.820553,30.802498,200,6,"Empoisonnement, Champ de mine, accident, autre","Poisoning, Minefield, accident, other","#637A84"
"1255",2008,"police violence",37.983716,23.72931,1,5,"Homicide, torture, absence de soin, violences policières","Arson, homicide, torture, lack of care, police brutality","#F49919"
"1256",2008,"unknown",39.727177,20.059855,1,6,"Empoisonnement, Champ de mine, accident, autre","Poisoning, Minefield, accident, other","#637A84"
"1257",2008,"drowned",30,30,1,1,"Noyade","drowning","#58ABD3"
"1258",2008,"drowned",41.153332,20.168331,3,1,"Noyade","drowning","#58ABD3"
"1259",2008,"shot by the police",24.088938,32.899829,1,5,"Homicide, torture, absence de soin, violences policières","Arson, homicide, torture, lack of care, police brutality","#F49919"
"1260",2008,"shot",17.228331,17.228331,1,5,"Homicide, torture, absence de soin, violences policières","Arson, homicide, torture, lack of care, police brutality","#F49919"
"1261",2008,"unknown",28.291564,-16.62913,1,6,"Empoisonnement, Champ de mine, accident, autre","Poisoning, Minefield, accident, other","#637A84"
"1262",2008,"drowned",40.261643,20.786133,2,1,"Noyade","drowning","#58ABD3"
"1263",2008,"unknown",39.727177,20.059855,5,6,"Empoisonnement, Champ de mine, accident, autre","Poisoning, Minefield, accident, other","#637A84"
"1264",2008,"suicide - put on fire",46.227638,2.213749,1,2,"Suicide","Suicide","#F8E91F"
"1265",2008,"unknown",28.291564,-16.62913,1,6,"Empoisonnement, Champ de mine, accident, autre","Poisoning, Minefield, accident, other","#637A84"
"1266",2008,"drowned",35.834673,14.552498,1,1,"Noyade","drowning","#58ABD3"
"1267",2008,"unknown",28.291564,-16.62913,1,6,"Empoisonnement, Champ de mine, accident, autre","Poisoning, Minefield, accident, other","#637A84"
"1268",2008,"drowned",50.95129,1.858686,1,1,"Noyade","drowning","#58ABD3"
"1269",2008,"shot by the police",24.088938,32.899829,1,5,"Homicide, torture, absence de soin, violences policières","Arson, homicide, torture, lack of care, police brutality","#F49919"
